course_id,course_title,price,num_subscribers,num_reviews,num_lectures,level,Rating,content_duration,published_timestamp
375830,Guitarra Desde Cero - PARTE 1,35,480,12,123,All Levels,0.07,7,12/27/2014
1194244,How To Play Guitar - For Absolute Beginners,35,478,3,18,Beginner Level,0.07,1,5/1/2017
411986,"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",30,478,3,31,All Levels,0.07,0.7,2/6/2015
925286,Play Piano To-day! - Beginner Piano Lessons For Busy People!,100,476,16,91,Beginner Level,0.07,4,11/1/2016
755198,Rockabilly Guitar For Beginners,40,475,125,36,Beginner Level,0.07,2,2/21/2016
602450,6 Must Know Tricks to Successful Solos,35,469,38,30,All Levels,0.07,4,9/28/2015
217978,??????????????????????????€,0,462,6,23,Intermediate Level,0.07,3.5,5/17/2014
263818,Learn to Play French Horn: Beginner to Pro Made the Easy Way,50,460,27,131,Beginner Level,0.07,8,10/29/2014
559438,Instant Harmonica ?€? play Beethoven?€?s Ode to Joy right now!,20,455,3,11,All Levels,0.07,1,7/22/2015
831294,Make Your Own Ukulele,85,452,5,23,Beginner Level,0.07,4.5,8/29/2016
1132694,Introduction to Gypsy Jazz Guitar,95,452,10,18,Expert Level,0.07,2.5,5/14/2017
895244,CAGED System for Guitar (Guitar Lessons from Lutz Academy),50,450,15,7,Beginner Level,0.07,1.5,7/25/2016
1008054,Play Piano 7: Improvise on For All We Know in F Key by Ear,50,438,3,77,All Levels,0.07,1.5,11/10/2016
199500,Play Autumn Leaves' falling notes on piano with no reading!,30,438,10,12,All Levels,0.07,0.566666667,4/29/2014
589248,Instant Harmonica - play Somewhere Over the Rainbow now!,40,431,2,11,All Levels,0.07,1,1/4/2016
374566,Learn to Play Percussion: Beginner to Pro made the Easy Way!,50,425,7,192,Beginner Level,0.07,6,1/16/2015
561774,Instant Harmonica - play the great Irish tune Molly Malone!,20,420,2,13,All Levels,0.07,1,7/23/2015
628798,"Learn Piano with Beyer, 15 Minutes Challenge",65,418,2,30,Beginner Level,0.07,3,7/21/2016
271652,How To Play The Djembe: For Beginners,30,414,18,19,Beginner Level,0.07,1,11/11/2014
1186514,Learn to Play Harp: Beginners Course,0,408,7,10,All Levels,0.52,0.683333333,4/28/2017
897162,101 Awesome Rockabilly Guitar Licks,40,407,64,33,All Levels,0.66,2.5,8/10/2016
131512,Inside Drum Technique,50,406,10,25,All Levels,0.15,2,12/13/2013
371896,Learn to Play Trombone: Go From Beginner to Pro in No Time!,50,402,47,123,All Levels,0.66,7.5,3/4/2015
769518,Instant Harmonica - play the groovy Valens La Bamba now!,20,390,4,10,Beginner Level,0.39,0.733333333,2/22/2016
467408,"How to play Djembe, Drums & Rhythm. Level 2",40,390,14,36,Beginner Level,0.18,2,7/23/2015
41890,Beginners Guide to Playing Guitar - Step-by-step System,85,384,25,98,All Levels,0.18,10.5,6/10/2013
601230,Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,50,383,4,9,All Levels,0.18,1,11/11/2015
475914,Chugging - it don't mean a thing if it ain't got that swing!,200,382,21,25,Beginner Level,0.18,2.5,4/20/2015
446478,Learn basics of South Indian Carnatic Flute Step by Step,150,380,113,49,Beginner Level,0.18,4,4/15/2015
146852,"Easy Piano Basics??? - Learn Piano, No Prior Experience Needed",20,377,8,14,Beginner Level,0.18,1.5,1/30/2014
180680,Master the Saxophone: Intermediate Instruction Made Simple!,50,376,9,86,Beginner Level,0.18,5.5,3/17/2014
1196538,Piano Building Blocks: Learn Chord Additions & Variations,0,375,0,9,Intermediate Level,0.18,1,7/2/2017
264396,Learn How to Play the Violin - Violin Basics,20,365,10,12,All Levels,0.18,0.533333333,8/13/2014
1007396,"Play The Piano By Ear | Master Class, Learn By Doing",175,362,38,27,All Levels,0.18,2.5,11/12/2016
245722,Painless Piano!,40,353,1,30,All Levels,0.18,3.5,6/23/2014
519694,"Discover the fun of Spoon playing, a beginners course",65,353,13,25,All Levels,0.18,1,6/25/2015
1191088,Learn to play in the Key of G on any Bluegrass Instrument,0,349,3,36,Beginner Level,0.18,2.5,5/29/2017
638204,Playing Piano By Ear: Complete Guide for Aspiring Musicians,150,346,26,59,All Levels,0.18,4.5,11/20/2015
854696,Instant Harmonica - play Amazing Grace + Ode to Joy now!,40,341,7,23,Intermediate Level,0.18,1.5,6/17/2016
32033,Aprende bater??a con el nuevo m??todo IDT,20,335,32,25,Intermediate Level,0.18,2,12/24/2012
206986,Piano Lessons for Beginners Made Easy,25,333,5,40,All Levels,0.18,3,5/28/2014
55569,Los 7 Acordes para Tocarlo Todo en un fin de semana,20,332,23,42,All Levels,0.02,2,7/6/2013
953442,Blues School! A Course For Beginners in Blues Piano & Improv,120,326,44,54,Intermediate Level,0.02,3,2/22/2017
71912,Have Fun with Beginner Blues Piano,75,321,24,27,Beginner Level,0.02,2.5,8/5/2013
470472,Learn to Play Euphonium: Beginner to Pro in Under Five Hours,50,305,39,108,Beginner Level,0.02,7,4/16/2015
664764,Mike G's Beginner Drum Course: Part 2,40,305,0,23,Intermediate Level,0.02,2.5,3/10/2016
757284,Slide Guitar- Slide Soloing Essentials,50,297,20,17,Intermediate Level,0.02,3,2/11/2016
100916,Blues Guitar Lessons - Blues Guitar - Robert Johnson,20,297,7,7,Beginner Level,0.02,2.5,10/7/2013
729464,Instant Harmonica - play the groovy Beatles Yesterday today!,40,295,7,14,All Levels,0.02,1,4/25/2016
812914,Beginner Guitar Lessons - Your Complete Foundation Course,60,293,30,162,Intermediate Level,0.02,18.5,4/11/2016
185266,Master Trumpet Playing: Intermediate Instruction Made Simple,50,292,18,130,Beginner Level,0.02,7,3/24/2014
398522,Learn the Violin - Scales and Fundamentals,80,291,14,39,Beginner Level,0.02,3,10/28/2015
324226,Master Flute Playing: Intermediate Instruction Made Simple!,50,288,15,100,All Levels,0.02,6,10/29/2014
725566,Curso de Viol??o Popular,25,287,42,27,Beginner Level,0.02,6,1/27/2016
861566,Instant harmonica - play Adele's wonderful 'Hello' today!,20,284,3,12,Beginner Level,0.02,1,5/30/2016
214418,Piano Lessons For The Hip Hop Fan,20,276,2,62,Intermediate Level,0.02,5.5,5/12/2014
147754,Guitar Technique Mastery: The Ultimate Chop Building Workout,20,273,4,6,Beginner Level,0.02,1.5,1/16/2014
1266892,Getting Started with the Guitar in 5 Days,0,270,1,24,Beginner Level,0.02,1.5,7/3/2017
12214,Back 2 The Basics,50,265,23,65,All Levels,0.02,3,7/19/2013
21080,Guitar Essentials,20,261,1,18,Expert Level,0.02,1.5,5/7/2014
336446,Circular Breathing for musicians - practical skills,25,261,4,17,Beginner Level,0.02,1.5,11/6/2014
147404,Guitar Fretboard Mastery for the Blues Guitarist,20,257,6,5,Beginner Level,0.02,1,1/16/2014
592606,Spielend Klavier lernen mit Freude und Erfolg,100,255,30,53,Intermediate Level,0.02,4,11/12/2015
759972,150 Rock Guitar Licks You MUST Know,45,252,14,21,Intermediate Level,0.02,4.5,2/19/2016
80844,Beginner Guitar - 38 Easy Lessons You Needs to Get Started,40,250,24,39,Intermediate Level,0.02,3,9/5/2013
504168,Learn Flute FAST!,45,249,33,61,All Levels,0.02,4,6/2/2015
441996,Bones of the Blues - learn 4 cool tunes to expert level now!,200,248,9,21,Beginner Level,0.02,2,3/9/2015
988678,Curso de piano 101 - Tocando partituras y acordes -,170,245,26,93,All Levels,0.02,4.5,10/28/2016
103662,Introduction to Lead Guitar,20,245,8,34,Beginner Level,0.02,1.5,11/26/2013
146450,A Year's Worth of Piano Lessons in One Weekend,20,244,25,33,Beginner Level,0.02,6,4/30/2014
764534,Guitar Lessons - Learning The Neck - Fretboard Mastery,45,239,30,49,All Levels,0.02,6,2/16/2016
277770,Electric Bass Right From The Start,100,239,1,9,All Levels,0.02,0.666666667,3/14/2016
138336,Piano The Hard Way -  Fast Way To Life Long Piano Enjoyment,25,238,3,22,Beginner Level,0.02,1,2/19/2014
99946,Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,20,237,12,6,All Levels,0.02,1.5,10/8/2013
789820,Instant Harmonica - play Christmas + Birthday songs now!,40,236,0,18,All Levels,0.02,1.5,5/18/2016
344348,Master the Clarinet: Intermediate Instruction Made Simple!,50,232,11,97,All Levels,0.02,7,1/1/2015
373636,Master the Trombone: Intermediate Instruction Made Simple!,50,231,7,110,Beginner Level,0.02,9,3/4/2015
207440,Super-Curso de Guitarra Pr??ctico Para Principiantes,85,228,26,215,Beginner Level,0.02,10.5,6/30/2014
214328,Piano Lessons for the R&B Fan,20,228,2,64,Intermediate Level,0.02,8,5/13/2014
459804,Learn to Play the Tuba: Beginner to Pro in Under Five Hours!,50,225,19,106,All Levels,0.02,6,4/15/2015
1048302,Learn Travis Picking From Scratch,40,219,30,25,All Levels,0.02,1.5,1/1/2017
184324,Advanced Saxophone Studies - Learn to Master the Saxophone!,50,215,5,80,Beginner Level,0.02,4,3/18/2014
589900,The 7 Day Guitar Method,20,213,4,11,All Levels,0.02,2.5,10/26/2015
631444,Aprendiendo piano: Lectura de piezas cl??sicas Vol.I,50,211,12,30,All Levels,0.02,1.5,10/8/2015
90132,Didgeridoo - from zero to HERO! Part Three. Advanced level.,35,209,5,19,All Levels,0.02,1.5,10/10/2014
605074,Advanced Flute Studies - Learn to Master the Flute!?€?,50,205,4,95,Beginner Level,0.02,5,9/7/2015
457206,Learn to Play Bassoon: Beginner to Pro in Under Four Hours!,50,205,11,77,Beginner Level,0.02,5,4/15/2015
263672,Classical Guitar Finger-Picking: Right Hand Arpeggios,195,200,11,19,All Levels,0.02,2,7/24/2014
760066,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,45,198,21,15,Intermediate Level,0.39,2.5,2/12/2016
761584,Guitar Lessons - Soloing With Arpeggios - Essential Guide,45,198,11,34,All Levels,0.11,5,2/13/2016
459468,Advanced Bassoon Studies - Learn to Master the Bassoon!?€?,50,197,0,106,Intermediate Level,0.8,6.5,4/15/2015
344180,Play the Jews Harp - instant skills for non musicians.,25,196,16,35,All Levels,0.96,2.5,1/22/2015
665278,Walking Bass - Quick Start Guide,50,193,20,31,Beginner Level,0.76,1,12/10/2015
933666,How to play in a local Irish music session with confidence,40,193,5,8,All Levels,0.07,1,8/18/2016
42255,Old-Time Banjo for the Absolute Beginner,25,192,21,17,All Levels,0.3,1.5,3/12/2014
647276,Acoustic Blues Guitar Lessons,75,189,18,101,All Levels,0.04,4.5,1/10/2016
966522,Curso de ejercicios t??cnicos al piano Vol.1,60,186,9,24,All Levels,0.11,1.5,9/30/2016
725906,Piano Lessons For Beginners: Learn Piano Quickly And Easily,75,186,35,56,Beginner Level,0.54,3,2/5/2016
876396,Guitar Fretboard Secrets,55,186,13,35,All Levels,0.54,2,12/1/2016
615226,"Play Leyenda, Canarios, and Bach on Classical Guitar",195,185,8,70,Beginner Level,0.76,7.5,11/5/2015
188498,Advanced Trumpet Studies - Learn to Master the Trumpet!?€?,50,184,4,82,All Levels,0.2,4,3/26/2014
459888,Master the Tuba - Intermediate Instruction Made Simple!,50,184,5,107,Beginner Level,0.23,8.5,4/15/2015
175278,How to Design Your Own Guitar,50,181,34,32,Beginner Level,0.8,5,6/25/2014
198692,Acoustic Guitar After The Basics,45,181,17,25,Intermediate Level,0.69,2.5,11/20/2014
820086,Bass Guitar Lessons For Beginners,95,180,21,38,Beginner Level,0.55,2.5,4/26/2016
760300,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,45,178,21,11,Intermediate Level,0.49,2,2/13/2016
459207,Master the Bassoon - Intermediate Instruction Made Simple!,50,177,3,102,Beginner Level,0.11,7.5,4/15/2015
459926,Advanced Tuba Studies - Become a Master of the Tuba!?€?,50,173,0,63,All Levels,0.89,5,4/15/2015
823494,Comment jouer du Pianoforte,100,172,2,41,All Levels,0.2,3,5/2/2016
743634,Piano With Willie: Blues n' Boogie Vol. 1,40,172,26,15,All Levels,0.75,2.5,4/13/2016
62252,"Improvise Puccini??s 'E Lucevan le Stelle on Piano""",20,169,3,16,Beginner Level,0.49,2,10/21/2013
459946,Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,50,164,0,20,All Levels,0.88,2,4/15/2015
139790,Bending the blue notes to give you killer sound on harmonica,35,162,3,14,All Levels,0.8,2,3/2/2014
286898,"Aprende a tocar el Acorde??n 'de o??do y con t??cnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,Beginner Level,4 hours,2014-09-16T19:51:45Z
263432,Aprende los Secretos de la Arm??nica con HARP&SOUL""",75,158,17,59,All Levels,0.39,2.5,7/28/2014
618586,"Flute Solos: Learn how to Perform Three Fun, Unique Pieces",50,156,4,62,All Levels,0.26,3,9/22/2015
331970,Learn Oud 1 (No Prior Music Knowledge Required!),20,153,27,38,Intermediate Level,0.57,3.5,9/10/2015
1105904,Learn How To Play 25 Classic Hip Hop Songs,25,153,9,27,All Levels,1,2.5,2/13/2017
644654,Learn Basics of South Indian Carnatic Flute - Level 2,180,152,21,91,All Levels,0.02,4.5,3/3/2016
320238,Jazz piano improvisation: The girl form Ipanema. Bossa nova,30,151,1,5,All Levels,0.02,0.55,10/16/2014
373556,Advanced Clarinet Studies - Learn to Master the Clarinet!,50,148,3,77,Beginner Level,0.94,4.5,1/1/2015
184088,Sax Solos: Learn how to Perform Three Fun and Unique Pieces!,50,147,4,39,All Levels,0.3,1,3/17/2014
153230,Swing Low - The 101 Authentic Nashville Piano Style Course,20,146,5,15,Intermediate Level,0.61,1,1/30/2014
630734,How To Play The Cajon: For Beginners,30,144,15,25,All Levels,0.38,1.5,12/18/2015
476000,Easy Piano for Kids - Complete Beginner Piano Course,115,139,8,104,All Levels,0.61,5.5,6/26/2015
53157,Beginning Flute Lessons,20,137,12,17,All Levels,0.34,2.5,5/29/2013
869312,TAKE NOTE BEGINNER CLARINET!  ?€?  Fun with Fundamental Skills,30,137,2,43,Intermediate Level,0.66,4.5,6/13/2016
427066,Flamenco Guitar,25,136,20,34,All Levels,0.57,4,12/7/2015
759130,Flute Pro Series - You're about to love practicing the flute,50,135,1,28,All Levels,0.01,6.5,4/1/2016
1013558,Pure Pentatonic Power: Rock and Blues Guitar Soloing,50,128,10,18,Intermediate Level,0.48,2,11/27/2016
1158690,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",40,124,8,14,All Levels,0.84,1,3/29/2017
636858,Instant Harmonica - play the gorgeous Skye Boat Song now!,20,122,9,11,Beginner Level,0.15,0.633333333,10/18/2015
646918,Aprendiendo Piano: Tocando piezas populares Vol.I,100,122,3,59,All Levels,0.17,3.5,11/14/2015
663710,How To Build A Professional Djembe: Create Music Beauty &Biz,40,122,2,29,Intermediate Level,0.19,1.5,11/12/2015
632488,Spice up your playing with some easy Flamenco techniques!,40,120,11,47,All Levels,0.31,0.733333333,11/6/2015
470482,"Master the Euphonium with Simple, Intermediate Instruction!",50,120,6,106,All Levels,0.57,8,4/16/2015
636842,FingerstyleGuitar by Jacques Stotzem - Basic Level,30,119,12,16,Beginner Level,0.83,1.5,10/12/2015
815182,Saxophone Pro Series - You're going to love practicing Sax,50,119,4,32,All Levels,0.18,5.5,4/8/2016
13216,Aprende a Tocar Teclado - Piano,35,119,8,52,All Levels,0.96,3.5,1/26/2012
56970,Drum Set for Beginners,20,119,8,26,All Levels,0.2,3.5,10/2/2013
452514,Beginner Guitar Lessons,20,118,0,5,All Levels,0.96,1,3/23/2015
1108666,Worship Piano: From Beginner to Pro,80,117,11,32,Intermediate Level,0.12,3,2/18/2017
624662,Guitar: The Next Level,55,117,12,10,All Levels,0.57,1,10/2/2015
761938,Guitar Lessons - The Modal System - Modes Essentials,45,116,7,27,All Levels,0.55,2,2/14/2016
510098,Create Beautiful Music On The Piano Like a Pro In Minutes,95,115,17,17,Beginner Level,0.9,1.5,8/10/2015
188064,"Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces",50,115,6,53,Beginner Level,0.96,2.5,3/25/2014
266682,HARP&SOUL  |  Learn the Secrets of the Harmonica,35,114,8,59,All Levels,0.78,2,10/1/2014
455676,Electric Bass for Busy Beginners Course 1,50,114,15,13,All Levels,0.55,1.5,4/27/2015
888852,Aprendiendo piano: Lectura de piezas cl??sicas Vol.II,40,113,4,18,Beginner Level,0.11,1.5,6/29/2016
380596,Learn Piano: The Basics of Keyboards,20,113,0,24,All Levels,0.46,1.5,1/3/2015
398224,"Classical Guitar Master Class: 'Alman  """,195,113,2,34,All Levels,0.78,2,4/21/2015
721274,Learn to Play Irish Fiddle,60,112,7,63,Expert Level,0.07,5.5,1/18/2016
773016,Piano With Willie Building Technique with Scales Vol. 1,40,111,15,12,Beginner Level,0.77,1.5,4/13/2016
631480,Ense??ando m??sica: mejora tus clases de instrumento,30,111,3,18,Intermediate Level,0.2,1.5,10/7/2015
1065198,GUITAR #1: Beginner Basics and Beyond,20,111,12,64,Beginner Level,0.18,3,3/1/2017
471328,Advanced Euphonium Studies - Learn to Master the Euphonium!?€?,50,106,7,89,Beginner Level,0.11,6,4/16/2015
763100,Guitar Lessons - 50 Essential Fast Legato Licks,35,105,9,23,Beginner Level,0.34,3,2/15/2016
1190448,Learn Lion (Saroo) Soundtrack On The Piano By Ear,20,104,0,9,Beginner Level,0.75,0.533333333,4/24/2017
1102436,Learn 10 Scottish Tunes Piano Easy Level,45,103,1,46,All Levels,0.8,3.5,2/20/2017
315812,Gibson's Learn & Master Guitar,50,103,33,309,Expert Level,0.78,38,10/30/2014
1236562,The Piano Chord Ladder | Learn to Play Thousands of Songs,100,103,2,11,Beginner Level,0.23,1,5/31/2017
1013762,Instant Harmonica - play Leonard Cohen's Hallelujah now!,40,100,15,14,All Levels,0.45,1.5,11/20/2016
139784,Learn to improvise on your harmonica - in nice easy steps,35,98,1,15,All Levels,0.6,2,3/16/2014
349142,Master Oboe Playing: Intermediate Instruction Made Simple!,50,98,6,73,Intermediate Level,0.34,5.5,1/1/2015
939668,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,70,98,18,31,All Levels,1,2.5,12/13/2016
761122,Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,45,98,5,14,Beginner Level,0.22,2,2/13/2016
1182624,Play Thousands of Songs On The Guitar | Cheater Chords,100,97,5,12,Beginner Level,0.66,1,4/19/2017
810576,Clarinet Pro Series - Fall in love with the Clarinet,50,95,3,30,All Levels,0.13,6,4/8/2016
743674,Piano With Willie: Blues n' Boogie Vol. 2,40,95,8,11,All Levels,0.14,2.5,4/13/2016
326310,Get Piano Skills TODAY!!!,100,92,5,71,All Levels,0.3,3.5,11/5/2014
823860,Trumpet Pro Series - You're going to love practicing Trumpet,50,92,1,25,All Levels,0.89,6,4/22/2016
149602,Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,50,92,3,71,Beginner Level,0.94,1.5,1/27/2014
471352,"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",50,90,2,61,All Levels,0.18,2.5,4/16/2015
807494,Learn the Violin - Bowing Techniques,80,89,6,12,Expert Level,0.96,0.666666667,6/26/2016
1037868,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,150,89,7,35,All Levels,0.67,3,12/26/2016
619856,French Horn Solos: Learn how to Perform Three Fun Pieces!,50,88,1,48,Intermediate Level,0.15,3,9/24/2015
893056,Didgeridoo - from zero to HERO! Part One - beginning,35,87,11,38,Beginner Level,0.47,3,7/2/2016
1045886,Learn Acoustic Guitar for Worship,40,86,18,26,All Levels,0.56,2,1/23/2017
932804,Improvise On The Piano In 30 Minutes,40,85,8,19,Beginner Level,0.89,1.5,8/18/2016
922828,Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,90,85,22,20,Beginner Level,0.19,2,8/21/2016
782460,Aprende escalas y arpegios  Vol. I: Modo mayor,50,85,2,30,Beginner Level,0.75,1.5,3/31/2016
22825,Beginner Guitar Method,200,85,2,23,All Levels,0.04,4,10/31/2012
743884,Piano With Willie: Blues n' Boogie Vol. 3,40,84,4,10,Intermediate Level,0.78,2.5,4/13/2016
297930,The art of piano improvisation,20,83,4,9,Beginner Level,0.24,0.666666667,9/19/2014
760698,Funk Rhythm Guitar Techniques,35,82,6,7,Beginner Level,0.51,1.5,2/17/2016
1134842,Easy Guitar Songwriting And Harmony,20,82,3,62,Beginner Level,0.74,3.5,3/14/2017
607360,Learn Oud 2,20,81,11,27,Intermediate Level,0.05,3,9/10/2015
705890,Instant Harmonica - play Dylan's Blowing in the Wind today!,20,81,5,14,Beginner Level,0.76,1,1/12/2016
586490,Instant Harmonica - play Summertime in 8 fun & easy lessons,40,81,7,11,Beginner Level,0.18,1,8/19/2015
625974,Total beginner to intermediate guitar - Learn to play by ear,45,80,4,112,Intermediate Level,0.03,3,10/16/2015
902480,Pure Rock Guitar : Play Like the Gods of Rock!,45,80,5,24,All Levels,0.55,4.5,7/29/2016
139794,Killer Harmonica sounds using the tongue and bending notes,35,80,2,16,Beginner Level,0.94,2,3/17/2014
139772,How to play easy tunes on the harmonica - just the basics,35,79,3,15,All Levels,0.8,1.5,2/25/2014
846962,Slap Bass For Beginners,50,79,3,25,Beginner Level,0.94,1.5,6/23/2016
147174,Blues Accelerator - 21 Days to Blues Guitar Mastery,50,78,6,45,All Levels,0.3,7,1/16/2014
888668,How to Sing and Play the Guitar (at the same time),20,78,8,24,Intermediate Level,0.11,1.5,7/18/2016
82960,Mastering the Art of Guitar Chords,20,78,0,18,Beginner Level,0.11,1.5,11/18/2013
638100,Fingerstyle Guitar by Jacques Stotzem - Advanced Level,30,77,4,14,All Levels,0.11,2,10/13/2015
742764,Piano With Willie: Basics of Improvisation,40,76,4,23,All Levels,0.11,3.5,4/13/2016
106358,Learn To Play Guitar Complete Beginners Quick Start,20,75,0,11,Beginner Level,0.11,1,10/16/2013
644820,Fingerpicking Fundamentals,20,75,7,22,Beginner Level,0.11,1.5,11/1/2015
201894,Add Slide To Your Guitar Playing,20,75,2,27,Intermediate Level,0.11,0.733333333,5/28/2014
762648,Guitar Lessons - Sweep Picking Arpeggio Essentials,35,74,6,13,All Levels,0.11,1.5,2/15/2016
139792,Learn to play tunes by ear on harmonica - no written music,35,73,3,15,All Levels,0.11,2,3/23/2014
1101522,Cajon Step-by-Step: Beginner > Intermediate > Advanced,35,73,9,45,Intermediate Level,0.11,3,2/13/2017
139778,Play tunes on harmonica and learn how to bend some notes,35,73,2,16,Beginner Level,0.11,2,3/9/2014
782458,Aprendiendo Piano: Tocando piezas populares Vol.II,100,72,2,24,Beginner Level,0.11,1.5,3/31/2016
139788,Starting to play the blues on your harmonica in easy steps,35,71,3,16,All Levels,0.11,2,3/1/2014
222062,Tenor Banjo,40,70,6,18,All Levels,0.11,1,6/17/2015
210020,Drum Lessons For Beginners,50,70,2,17,All Levels,0.11,1.5,5/17/2014
597868,???????????????????????????????€€???????????????????????????,20,69,1,53,Beginner Level,0.11,3,11/7/2015
263846,Master the French Horn: Intermediate Instruction Made Simple,50,68,8,126,Beginner Level,0.11,7.5,10/29/2014
1003250,World Percussion: Complete Lessons for Everyone,40,68,9,56,Intermediate Level,0.11,4,11/14/2016
131562,Piano With A Pro,25,66,6,38,All Levels,0.11,2.5,5/5/2014
1008098,Learn to play guitar and sing at the same time,45,66,9,8,All Levels,0.11,1,11/25/2016
1170198,Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),45,65,18,56,Expert Level,0.11,10,5/1/2017
430992,Mundharmonika spielen - mein sch??nstes Hobby,20,65,7,77,All Levels,0.11,2.5,6/9/2015
101500,Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,20,65,5,13,Beginner Level,0.11,4,11/25/2013
743846,Guitar Looper Basic Training,45,64,13,15,All Levels,0.11,1.5,2/29/2016
444644,Learn to play the Bouzouki - Greek Bouzouki Lessons,50,63,13,49,All Levels,0.11,1,3/19/2015
1232356,Curso de ejercicios t??cnicos al piano Vol.2,50,62,1,22,Intermediate Level,0.11,1,5/29/2017
588264,Instant Harmonica - play The Lion Sleeps Tonight - today!,20,62,1,11,All Levels,0.11,1,8/21/2015
1223310,Aprende escalas y arpegios Vol.2 : Modo menor,50,62,1,49,Beginner Level,0.11,2.5,5/29/2017
592122,What you can learn before Piano Lessons,0,61,1,31,Expert Level,0.11,1.5,9/1/2015
628606,Piano Lessons for Beginners: Play the Piano AND Read Music!,70,61,9,30,Intermediate Level,0.11,4,2/12/2016
814474,Oboe Pro Series - You're going to love practicing the Oboe,50,61,5,36,All Levels,0.07,7,4/8/2016
